Comment,Sentiment
the teachers are probably feeling humiliated teaching adults especially the one who taught chandler 2nd grade and he failed xd,negative
thanks 4 the playlist,positive
its really interesting that you said that placentas texture is very mushroomlike because theres a really good manga that featured evil babies that grew out their placentas into fake mushrooms so they could mind control the hospital staff by feeding them the placentashrooms makes you wonder if junji ito ate placenta before,positive
kavin milf in background stanley laughing thats why the office is so unique when i re watch it i always look at the background to see what other characters are doing,positive
i dont see many commenting on the foul that took havertz down and led to spurs first goal that should have been a card and a free kick it was clearly a foul in the replay no wonder tuchel was so steamed for the rest of the match,negative
es hermoso ese op y ya paso un ano desde su estreno,positive
the video was only posted 5 hours ago and i already got off work went to the grocery store made it and am eating it as we speak and unsurprisingly its good,positive
interesting film but the musical interruptions completely ruin it,negative
for me if only with sub i don t speak well english and wonna understand the movie,negative
if only microsoft has a phone plan for all carriers honestly i saw it was for verizon but i want it for boost mobile so u could pay your phone plan and including the plan with a monthly xbox live service so every month u could just plan your phone bill and be able to play on xbox,positive
this is such a great song i can’t imagine the amount of effort put into this video i remember watching this at school two years ago my science teacher would randomly play your videos in class sometimes this deserves so much more attention love the content on here keep going,positive
this is amazing who could have thought that one day i can just sit at my home in another continent and at the same time to attend an mit course fascinating thank you,positive
opinion rudy is enabling after the fact and providing comfort to a traitor both men swore an oath so can be charged with treason and are clear and present dangers to this nation,negative
great vid bro keep up the great content,positive
whenever i think about moving back to the us florida being my home state and i see these videos it’s just a gut punch how deluded can a society become,negative
humans i feel afraid ai i feel like im falling forward into an unknown future that holds great danger,negative
wow they really dont want to pay artist at all anymore we will make an ai slave is what they did wtf,negative
definitely more machine learning content on this channel id love to dive into it with your help,positive
ok that got me i was not expecting that i thought it would be some kind of a regular car accident but this is the mcu i guess,negative
hulk has fought aliens monsters been sent into space been in battles taken on thanos forced into hiding had a split personality and has been hunted and attacked by the military but shehulk was sort of cat called by three guys outside a bar and her boss did some mansplaining early in the episode so her life is in her words infinitely more stressful than real hulk this show is making feminism seem more ridiculous not less also smart hulk sucks aaron american,negative
jó látni hogy újr a egyre többek a videók,positive
“rich kid” me he can’t even afford a coach to teach him how to build,negative
this is what causes some bugs i think one lizard and also one jesus to be able to walk on water hank how the hell were you able to say that with a straight face ,negative
“oh ok so this must be some jerkwad driving like in doctor strange“ spaceship “what the hell” oo,negative
when youre attacking fbi agents because youre under criminal investigation youre losing sarah huckabee sanders wrote in nov 2016,negative
the sad thing about inflation is that even when you get it under control the damage is done and those prices never go back down the market won’t crash until after the midterms i’m putting all of my profits into silver gold bitcoin ethereum and food,negative
very well curated,positive
the nostalgia of the 4k videos is back theyre really amazing to watch especially with the mic brushing it always puts me to sleep thank you so much gibi ,positive
i didn’t even know gamepass had more potential until i learned that they are preventing it from having a lot of games ugh it used to be ridiculous to think that dvd blue ray would stop being a thing when videos went to netflix hulu and etc but i think that’s the future of social media anyways just my opinion,negative
what an absolutely epic banger after reincarnation this is already the second song in a short time that i would call one of my favs 3,positive
thats a fantastic video i dont watched full but the way he taught is absolutely amazing it will very beneficial if the videos are of 1 hour length and divided in playlist so that if a person dont have enough data balance can download one chunk at a time it is very difficult to watch the video of this length at a time,positive
nothing hurts more than being on the last step and then messing up the algorithm,negative
thank you for watching intro 0000 this bitcoin price prediction played out almost perfect 0025 bitcoin and stock market 100 bitcoin halving 145 btc pattern of 3 events 500,positive
lo mejor de lo mejor gracias por tu contenido me alegra el dia,positive
“i’ve learned that if you want to learn something new in the workplace you’ve really have to seek it yourself” the truth in those words ,positive
nothing gets more npc than the i want to apologise guy you should troll with that npc,negative
great video europe should also expect an extreme winter much like the extreme summer they have just experienced so the stores will definitely not be enough,negative
love that you stay true to yourself when it comes to speaking your mind,positive
well we know he has one attorney that has had to go to jail for him another attorney who is about to be indicted and another attorney testifying in front of the january 6th committee so i think its safe to say that most smart attorneys are not going to think that representing this man is worth it plus they know they wont get paid,negative
i really appreciate your news channel but listen to this guy is too painful for me and i am very sorry to spend on a few seconds to make my comments thank you,negative
തന്നെ തളർത്താൻ നോക്കിയവർ പോലും അവന്റെ ഉയർച്ചയിൽ പകച്ച് നിന്നു പോയി  കഷ്ടപ്പാടും അദ്ധ്വാനവുംകൊണ്ട് 2 പേർ പടുത്തുയർത്തിയ ചാനൽ m4 tech ,positive
this was such an awesome premiere it was great to hang out with everyone in the chat and i loved the video overall thank you,positive
totally not trying to cram everything in one night good luck on everyone else who’s taking it tomorrow small update the test wasn’t so bad i think overall it’s the stress we put on ourselves just be sure to read everything carefully and not to second guess too much if a question is hard skip it and come back later get the points you know you for certain understand and can get and then the rest,positive
thanks to cameraman live from million years ago for the documentary,positive
i will forever appreciate this channel youve helped me and my family a lot your videos advice lessons and funny words are inspirational and helpful to us my husband and i have been able to minimal conscious in spending saving and investing wisely i now earn every week youre such a blessing to this generation we all love you,positive
you motivated me to start being more orderly to have plants and to eat healthier i really like your routine and im trying to improve mine as well soon i will also enter patreot i really appreciate what you are doing,positive
his writings are fascinating he writes in a very vague and distorted way interpretation is varied and suggestive half of me believes somewhat the other not so much one thing you cant deny hes gotten the attention of millions 2022 and were still discussing him,positive
i fw young chris he got a good energy about ithes a dope performer too lowkey has the potential to be what tay k couldve been if he never got locked ,positive
another issue is that whenever you sink that much money into a single project the designers have to give up a significant amount of creative control business just wont allow that much money to be spent on an experiment everything ends up being the old tried and true so you end up with very samey uncreative bland games that look really nice,negative
i am very excited i do believe it is focused on iphone and apple watch along with maybe some new airpod pro models the ipad release along with a new mac pro computer will come in october it will be strange getting ios watchos and tvos updates but no ipad out west on the same day it is called confusion apple needs to work on consistency and not just jumping around like they decided to do if that is what will happen i’d like apple because of their consistency and being able to keep things in the same time frame hopefully i was 16 and watchos along with tvos will be released on monday september 12 which is a scheduled day off for me from work i do not like getting updates while i am at work because it will take time to install them i did watch youtube video from a different channel and i replied to the comments about compatibility for next year and he thought that iphone 8 would not be compatible with ios 17 in 2023 do you think this is true if so should my parents who have iphone 8 models should upgrade this year or wait until before i was 17 comes out out i did tell them about the iphone se thirdgeneration because neither one seems interested in upgrading to my iphone 12 or getting one with face id themselves,positive
that’s why they suspended him he doesn’t realize the severity of the outcome of the ai he has leaked about its awareness could be very dangerous,negative
taking ap chemistry this upcoming school year and this channel will definitely be my goto please keep with the awesome videos,positive
to any sat testers who see this comment before december 4 2021 youre gonna nail the december sat your hard work will pay off just stay on the grind d,positive
as a fellow asian i can confidently say that the rarest thing in this video was kyles beautiful stache,positive
the ending is like dont worry girl i got this,positive
slaps like an abusive relationship,negative
perfectly said i’ve been bringing up stuff like this for years and i absolutely despise this double standard you can love their games all you want i certainly do but nintendo as a company is seriously one of the worst in the industry stop discounting everything they do just because you have good memories of them this needs to be fixed not just at nintendo but everywhere,negative
the only part i used to struggle with was reading ,negative
we can all agree he never disappoints us with his content,positive
i love it,positive
oppo did oneplus so dirty  heart breaks for oneplus fans rip oxygen os and oneplus,negative
i graduated with my bs in computer science 16 years ago and i must say this video is a good conceptual refresher,positive
absolutely the best video on statistics that i have found on youtube and ive viewed several such videos i like that the professor explains a topic from many angles has charisma patience with class questions and includes many realworld examples its the perfect blend of theory and applied statistics,positive
allow yourself to be the relaxed and cheerful person the world needs 3,positive
as someone who graduated with a bio degree i truly wish he was a professor at my school his natural excitement and passion for science is infectious and i feel like he would’ve made microbio so fun ,positive
no nonsense levelheaedd market analysis always loving your work d,positive
nothings wrong with going to college its the fact that we are traditionally taught that we all need to go to college to be successful when in fact college isnt for everyone and especially isn’t the only way to succeed in life same people that tell you to go to college are paying debt still from it how the rich stay rich and poor stay poor,negative
rick jones becoming abomination is also probably a call back to him being abomb who was just a blue abomination with more spikes,negative
i just love coming back to these videos like twice a semester and understanding the jokes a little bit more each time,positive
what an amazing story is being uncovered and told so many generations so many lives so many experiences we owe a great deal to those that came before us and should pass on the best of what we have learned to those who will follow we are all different and unique yet we share what is most important humanity,positive
karl got promoted from camera man to best friend lol,positive
wowo nice video i love it,positive
thank you sabine i love when you go into this level of detail or more,positive
get early access to videos and be the first to comment » ​ follow on instagram for more fun food videos besteverfoodreviewshow,positive
as someone living in the future i can confirm that this is perfectly accurate,positive
i’d love to see a multiplayer fps remake,positive
youre so cool steve and guido,positive
great show kyle,positive
the warm backgroundsurroundings and the whisperspencil combo made this feel so cozy thanks as always abby and hope youre having a great time back in the states,positive
on a side note its nice that at that skate park although different in ages they all seem to get along and respect each other the little kid at the end are smarter and cooler than me,positive
term limits is a must tired of these crooked cryptic politicians retire,negative
did not know about most of his cabinet took their lives but killing their own children that upset me how could any parent ever think of doing that i realize those types of deaths still happen today just going to show you barbarism still exists its not as if those children could be tried for war crimes i think we all know those parents have rotted in hell praise the lord,negative
thanks for watching what consoles do you currently own,positive
we are a absolute mess if casemiro was the target why wasnt he signed 2 months ago we just panic and buy whoever with no strategy man im not saying casemiro is a rubbish player he is quality its just man utds approach to signings is a joke plus im not overly keen on giving a 30 year old a 5 year contract at 250k a week but ill literally take anything over scott and fred,negative
seneng banget bang zach cobain indomie lagi emang indomie ga ada lawan paling enak apalagi kalau di makan sama telor love from indonesia ,positive
dave dancing to the empty theater just makes me wanna cry,negative
if i were jimmy i wouldnt be able to bring myself to give money to a cheater,negative
hate these stupid zoom conferences,negative
i was the little boy in the commercial it was a such a great day in my childhood i remember my 10 year old sister trying to teach dave chappelle how play grand theft auto really kind tv crew,positive
không biết sau khi bất tử trong video này thì serie sau mình có bị ăn hành không đây ,negative
hello sir richard  i just wanted to thank you for all the tips and tutorials that youre sharing if you could remember me i commented on your previous videos asking for help for my interview for a bank position and im so happy because it was a success and i got the position thank you for being part of my success and im hoping that you will continue helping other job seekers and continue being an inspiration for us god bless you more to more success and more subscribers,positive
i still remember that song xd,positive
10541 so far its the best and most clearly explained video on data science ive watched so far awesome job,positive
love that you stay true to yourself when it comes to speaking your mind,positive
at 818 does lossless support in airpods prob2 mean the iphone 14 etc will support any wireless lossless audio hardware such as the nuratrue pro that was recently funded in kickstarter i sure hope so because nura is offering dongles for those who want the best possible quality on hardware like iphones without support that capability would be a major draw for people who love hearing the best quality audio to upgrade their iphones btw i really don’t think airpods pro 2 will outdo the audio quality on the upcoming nuratrue nuraphone’s specs are insane i encourage people to go check them out and preorder to save money the kickstarter is over but i think they can still be preordered nura’s nuraphone their over ear and in ear model — yes you heard me right is still the best audio on the market 5 years after it’s release the nt pro is going to be the closest experience to that in an iem plus additional capabilities the nuraphone doesn’t have due to its now outdated hardware i use them daily it’s an amazing audio brand from australia great customer support too give them a try before you get ap pro 2 — nura let’s you try them and return if you don’t like them so there’s no risk you can also rent any nura product long term and trade up every two years apple doesn’t do any of that unfortunately,positive
its a shame they dont make music like this no more,negative
we got ourselves a 2in1 video with one of those parts talking about the 2in1 laptop lol i swear i just thought of that hope yall enjoy edit if you are considering the lg gram check out the new one with the 11th gen intel cpu and the new intel evo series to learn all about that check out my new video,positive
technically ramp buggy isnt suppose to be used as an offroad vehicle it is a street vehicle thats classified as offroad because its pretty much a buggy with a ramp on its hood to windshield,negative
can you hold this for me  funniest video i ever saw on youtube,positive
well done joe all the former guy did was play golf watch tv hold rallies post incoherent tweets give the top 1 tax cuts and lie lie lie lie lie,negative
actually to think about it soup literally never breaks his character and that’s the aggravating part for everyone involved lmao,negative
im a student software developer at vocational school and ive learned more in this video than ive learned at school since september great video,positive
this was a great video i wish there were time stamps so i made them 1 subjectverb agreements 121 2 verb tenses 559 3 pronouns antecedents 1201 4 adjectives adverbs 1717 5 modifications 2122 6 parallelism comparison 2827 7 sentence structure 3648 8 punctuation 3857,positive
my father wrote a book about greek mythology with professor john coleman’s support he certainly is an expert in his field,positive
some cool improvements here though i still think the gem forms are a little silly would love to just get mega evolution back those were awesome,positive
i think im speaking in name of every one here when i say we need more videos jerry we love your videos,positive
after seeing the macro pad i was checking out their website and loved all their products ive wanted a product like this for when i stream to make it easier and this here is just what i need its a great product and id love it for my setup,positive
great job jayne,positive
documents like this are why microsoft have the best lawyers in the world they go through it with a fine tooth comb and they’re like “yep send it”,positive
6th,positive
if r kelly goes to jail all the parents of these young ladies need to go too,negative
forgiveness means the debt goes away never to be seen nor heard of again this is robbing peter to pay paul,negative
i learned more in 15 minutes than in like 5 class periods,positive
i’m not a student however i always love seeing the tech always looking to change and upgrade my desk setup for work,positive
this channel is a key example of why publicly funded media is still so important in the digital era the right people given the right resources can do amazing things and grow to provide so much more value to society than what was invested keep up the amazing work,positive
she has that voice which we have in our head when we talk to ourselves 247,positive
she’s so goofy man  i love her personality ,positive
me sentí en los 2000s viendo una serie de disney chanel ,positive
do you ever eat with your hands never indians pakistaniessri lankans or any desi pal pathetic,negative
i have been in love with mr gaiman for decades and i couldnt click on this video fast enough major thanks to wired for this video and major thanks to mr gaiman for doing this for all us fans who cant get enough of him,positive
why is everything that comes out of this mans mouth literal gold,negative
remember it’s only federal loans and those parents with less than stellar credit scores could not get federal loans,negative
la forma de tus cejas son muy bonitas y gracias por este gran asmr ,positive
the saddest of us are usually cursed to see the happiness that isnt there,negative
totally not trying to cram everything in one night good luck on everyone else who’s taking it tomorrow small update the test wasn’t so bad i think overall it’s the stress we put on ourselves just be sure to read everything carefully and not to second guess too much if a question is hard skip it and come back later get the points you know you for certain understand and can get and then the rest,positive
hikaru continually having magnus back and showing him great respect is why despite his flaws i am still a hikaru fan,positive
i love the rescue videos especially because ann tells us how to avoid the fail in the first place and then also shows us how to fix it 3,positive
it’s kind of crazy how cells are so small,negative
whenever you tell us to breathe in and breathe out it instantly relaxes me you are the only asmr person that has given me complete relaxation in such a simple manner your voice is just perfect for this,positive
the true existential crisis comes when you realise he just described evolution in general we can recreate it we benefit from it yet we have no clue why or how its actually working beyond luck,negative
this one also looks promising because the directors are same and hrithik looks fine as always also excited because the bgm is done by sam cs who is an underrated music director who composed music for the original vikram vedha will need to check the songs done by vishalshekhar who are also good music directors excited for the trailer,positive
great to see lawrence back and he seems new and improved well maybe not new but improved,positive
the transition from 6x6 to 7x7 was great,positive
all those classified documents have been compromised may as well tell the about the damage and start looking for the copies he was planning to blackmail local government and foreign,negative
liked this video less than 60 seconds in great energy and content,positive
good luck with college apps,positive
can you make videos about the structures of each macromolecule it would help me to better understand the differences in them thanks you are the best,positive
what a wonderful young lady you are to work with children and a big congratulations to the young man he was so happy while playing,positive
ptr is hundred times in brilliance and in performance than modi and sitaraman excellent speach by tn finance minister a well educated and well known economist we need leaders like him to counter false narratives indian leaders become arrogant the power centers enjoy every thing free for life time from air to airplanes what about the poor,positive
the gut is sooo important if you liked this video you may also be interested in knowing the indicators of a healthy gut they include colon transit time of 1224 hours type 4 stool on the bristol stool chart not having diarrhea or constipation having 13 bowel movements per day and lightdark brown colored stools,positive
trash talker snatched defeat from the jaws of victory,negative
at some moments i was smiling with him and others i was terrified a wonderful interview thank you for giving so many interesting people a platform to tell their story,positive
trumps going to end dementia joe heels up harris warmonger the house drinker and numerous other demonrat careers,negative
this video has made my heart seethe with rage as a white young adult myself my great grandfather experienced the hardships of sharecropping and i regret every day that he is not with us for me to learn and record his experiences on an even worse level the ignorance of my grandfathers generation on the peonage system and their tendency to spout black criminality rhetoric saddens me it amazes me how racism can fester so immensely with even the most impoverished folk my thoughts and prayers go out that future generations take the important duty of learning this history in a more complete manner than mine your line delivery in this video is outstanding your passion and sincerity in your presentation of these sad facts shows just how good of a man you are bravo and may every man and woman of every nation know these and all other historical horrors for the betterment of tomorrow and beyond,negative
if the republicans win in the midterms what will the oversight look like oversight you gotta be kiddin me there wouldnt be any,negative
before i get into my comment i would like to say thank you i really appreciate that fact that you take the time out of your own day making these incredible useful tiktok s and youtube videos so people can study even though your not making anything off of it back to the point id like to say thank you because right now i’m a freshman and i didn’t really have a motivation to study for the act but when i was scrolling through tik tok i saw a video with a really hard math problem but you made it seem really easy like i could do it in a minute so after that i did more research and found out how important the act really is so i’ve been studying with your youtube and tiktok videos along with other things on the side i still have 2 years before i have to take it but your videos are so entertaining they make me want to learn and get better at math,positive
and he died at 64 one year for every square on the board poetic,negative
as per usual your unboxing videos make me happy actually all of them thanks again,positive
they look amazing the stage presence in their dancing they do it the perfect amount to look elegant smooth and powerful and the backup dancers tooo great performance,positive
i was once in line at a gamestop to buy a used ps3 when a guy got in line behind me to trade in his ps3 so i bought the ps3 off the guy for less then what gamestop was selling them and more then what he would have received from the store we both won on that day,positive
040 best part ay what it is what you wanna know i done ripped about a hundred shows youll be coming back to me ay youll be coming back to me,positive
i really really wanted this job i watched your videos and did my homework as well as i could during the 2 hours interview i was well prepared confident and did my best thank you so much don i start my dream job in august,positive
loving the series cc does anyone know any reference material where one can learn these algorithms,positive
hey charlotte you have definitely been missed i am soooooooo glad you are back from your “fun time” and will be back on a regular basis putting out content for us subscribers to enjoy…whatever you choose to share from your life it doesn’t have to be mukbangs all the time…we will watch your videos whatever you do it doesn’t matter what it is you make me smile and laugh and overall happy and i have missed you terribly welcome back my friend,positive
as a student of literature i fully agree with what youre saying in this video i almost use the same exact same arguments when someone asks me why i study literature lol i love how you and your mum discuss literature so casually and playfully thats some real family goals right there,positive
1323 these part makes me laugh  the google map finder is a comedian ,positive
hans also played well he could have gone for a draw think he wanted to go for a win and lost best wishes to him too,positive
az komoly testverem megint egy brutalisan jo video amit amulattal neztem nemsoka itt a 100 resz igy tovabb,positive
thank you intelligence squared for compiling the most brilliant instructive debate i have ever had the pleasure to view the entire show enhanced by the highly talented actors who played bit parts written by both of the 2 literary giants under discussion tonights show will become one of my lifes unforgettable experiences,positive
thank you niko i showed this to my 5 yearold coisin who said when i grow up im gonna only eat takis now hes scared of takis 3 i get to teach him about health from such a small age now love the videos bud,positive
lakshya legit killed them with facts love the way hes changing and replying to toxic content creators with such maturity shame on unnatural,negative
i just go with “what letter would look good with this question” works like a charm,positive
congrats jimmy you deserve it,positive
i see growth of parimal from a shy person to perfect speaker u r great ,positive
nothing hurts more than being on the last step and then messing up the algorithm,negative
thank you so much sis tshepi the work you doing is amazing in the future will work with you,positive
bonuses for failing companies is super common this doesnt make the practice of giving huge bonuses off the back of their creditors right its just weird that its in the news now because theyve been doing this for decades,negative
i enjoyed the video now im hungry ,positive
this is awesome i can’t believe they’re doing it as they have no real monetary reason to do it other than consumer good grace,positive
mooshelle was really sucking it in for that fancy pants dance with chase,negative
perfect exactly what i need thank you sir god bless you,positive
i cant wait to be able to watch this for bedtime later thanks char for all you do,positive
as someone with the correct clearance i can vouch just like so many of you that this guy didnt keep them in a place that meets requirements for storage of such materials also lying about all this is quick dismissal from your clearance ive seen people fail to get adjudicated for omission of one piece of information they thought wasnt important one lost it for keeping in touch with their mother who is from china their contact with their mother caused them to lose their tssci think about that and this guy and his followers think he did nothing wrong the level of failures here by the former president shows he is illequipped to handle said documents now its just one excuse after another day to day with the people who live in the real world of clearance all know that if we did 1 of what he did we be effed time to put your values you claim into action republicans dont claim it only when its convenient,negative
847 i mean i like how theyre going into the nuance of black adam the antiheroes in the dc and marvel universes are as numerous as the heroes and villains,positive
she is such a good teacher never knew machine leaening and ai could be this interesting,positive
i finally solved this cube after i’ve been having it for 4 years july 25 2022 thank you so much for being an amazing guide for this cube robbie,positive
y’all 3 playing gta rp literally makes my day i swear,positive
trump and adonis are the last two words i would have expected to hear in a sentence even today i agree with the first statement saying biden could defend himself but i dont think everyone would look at the email and see it as a sermon setting someone straight and telling them what they did was unexpected and improper isnt a sermon its giving them a wakeup call also yes no physician should ever pass judgement like that without examining a person first its not rude its unprofessional he basically flaunted his status as a dr to troll inb4 trump tweets bi im fabulous,negative
subscribe or i’ll drop kick you,negative
this song rindou is just,positive
hermosa música como siempre  saludos a todos los que están y pasan por aquí para escuchar arte ,positive
mr ptr is very honest and good person and financial minister tamil nadu we proud ,positive
such an approachable manner of teaching craig thank you even as a refresher for me i just felt compelled to keep listening through am sure this has been extremely useful for introducing newcomers into coding no end,positive
i love how she does everything so neatly ,positive
how long will we allow this clown to continue thses charade its embarrassing to the nation and democracy no one else would even come close to being tolerated,negative
very nice,positive
happy independence day ukrainian people,positive
andriod has alot of features that you might not use everyday but when you need it they are always there whereas with iphone you basically just cant do what you want i was on the fence of switching to iphone but when i learned more about ios i think im good with my andriod device the splitscreen feature is useful to me i can basically have anything playing on youtuber while using mapsi used to listen to lectures while driving which is a game changer specially when youre short on time whereas with iphone i cant do that also mkbhd is using an andriod phone while complementing iphone which just goes to what they actually prefer to use even tho they have multiple options to choose from,positive
step 0 just start doing it and dont put it off most of this stuff is free like unity blender and audacity no reason to wait,positive
as an undergrad i had to take history and im an mathscience person who hates history on my own i learned to rearrange stories in my head to make it make sense to me i would exchange real people with people i knew to relate to the topics i scores a hundred on about every exam when most were struggling the nstructor made a comment that it was one person who always scored a hundred they were like who who because theres no way his tests were long when i told them what i was doing to remember the content they laughed but i was like it works and believe it or not i still remember most of it and that was 22 years ago,negative
iron man is amazing even when he’s not acting like iron man robert downey jr for the win,positive
going from a civil rights lawyer representing the aclu to calling it an honor to rep trump and bannon is a very weird bag,negative
i think one of the things i love the most about these intel extreme upgrades is linus learning and getting angry at his employees for everything about their lives,positive
this song should be listened while driving at full speedlove this song,positive
mowing one was wholesome at least he got a laugh out of the host,positive
funny how apple hasn’t alerted me via their internal system yet and that i had to randomly come across this alert i am so over huge updates for apps i never use but cannot delete and the data being used in the background for ‘uninstalled’ apps but it is likely i was hacked two or so weeks ago i couldn’t find any information from apole to help me understand what was happening i have no more room to update on my macbook or ipad my new iphone is extremely frustrating and seems to have nothing like the convenient features of android phones methinks i am done being a slave to their gaslighting,negative
this is what desperation looks like im glad they were rescued hopefully they will be accepted into the country and have a chance at a better life we could use these hard working ingenuitive people to strengthen our nation,positive
it sucks how they’ve treated the characters we love so much with such disrespect and replaced them with toxic characters  spiderman is one of my favorite heroes in marvel and honestly like you said these new characters lack any character growth and as such i don’t feel emotionally attached to them or find them even a little bit relatable or likeable i just don’t care about these new movies or shows featuring these toxic characters also i just discovered your channel and i love your content ,negative
the camera people deserve our appreciation ,positive
when i failed an exam my dad told me “at your age alexander already conquered half of persia why aren’t you”,negative
a tip from a once homeschooled college student who read a lot of classics read the annotated versions read the ones with context talk to people that are nerds about the historical context of the book it makes it so much more fun to know why certain weird things happen in old books,positive
put him to jail and i will believe “no man is above the law” not even current and previous presidents,negative
this is the best lecture ever i had heard since my 18 years right nowthankyou man,positive
prag is a monster i hope he will become one day wc i love this guy he is a nice person and so humble indians peoples can be proud of him,positive
i’m gen z and this is just embarrassing i knew every single one of these,negative
here’s a hot take most hardcore gamerstech workers who would in “nerd” stuff are going to be a bunch of socially awkward weirdos this is why these things happen at all gaming companies and places like gencon where they virtue signal but these virtue signalers are the ones who commit assault andor harassment ,negative
if anything i feel bad for nico being so paranoid and insecure that she automatically assumes everyone is harassing her regardless of whats being said even someone with the same name was enough to make her feel threatened must be so draining you know no wonder she sounds like shes always on the verge of tears shes also a discord mod so no surprise there i hope she gets the help she needs,negative
how the hell you get 2200 out 2400 and end up working at buzzfeed,negative
its not about money its about true love,positive
yes you definitely need to fill the lighter with fluid they are shipped empty for safety reasons the smoke you were getting was because you were burning up the dry wick,positive
hulk has fought aliens monsters been sent into space been in battles taken on thanos forced into hiding had a split personality and has been hunted and attacked by the military but shehulk was sort of cat called by three guys outside a bar and her boss did some mansplaining early in the episode so her life is in her words infinitely more stressful than real hulk this show is making feminism seem more ridiculous not less also smart hulk sucks aaron american,negative
that looks delicious ♡,positive
he’s amazingly insightful and reflective considering the life he chose and the things he’s done a man of paradox in so many ways,positive
this problem exposes the flaw in having access to all your data on your smart device a separate device for dig ital eye d and the travel software would be a better choice if these become required by law,negative
for me if only with sub i don t speak well english and wonna understand the movie,negative
kinda sucks how people mostly talk about how they wish she was healthy and how unhealthy she was just listen to her voice and seal your lips her voice will speak to you and the composition will answer your questions just let go of wishing something better,negative
quality quality quality is everything about this channel arun makes my mood happier video after video lets be searious the best part about this channel is arun making his jokes and when he shows tech,positive
as a software engineer i still find this fascinating,positive
lmao karma is sitting there like why is he laughing,negative
great videos and great data science courses i used the free preview option and i am happy to learn data science and machine learning thanks so much for this opportunity,positive
its was like i was in space so they dont work because there is no sound in space,negative
got bored for 30minutes i can see its a boring one so im not going to finish it,negative
if you see people praying to god and shit in the comments you know the mix is fire,negative
it really helps when she names the chords and or keynotes when she covers the lessons at a slow pace and when the keynotes light up it is easy to follow along ,positive
usually when russians say their foe is doing something inhumane it is a clear sign that they are about to commit that very same crime themselves,negative
i would actually play this game for hours keep going,positive
that childbirth scene was gruesome the screams affected me just as much as shireen’s burning at the stake,negative
not happy about the live wallpaper removal but hope that the dynamic wallpaper has room for growth and more will come with that so far i’m enjoying the ios 16 beta it’s buggy that’s for sure but its still a good update using on both a xr and 12 both run pretty smooth little hiccups here and there but nothing major,positive
crazy how daredevil is getting the same hype as secret wars shows how much the fans love him,positive
im from mars i like earth song specially ethiopian music,positive
i love this song the lyrics is amazing good job,positive
there are actually 2 extremely different mcdonald’s menu’s in india i am from north india and over there most of the things are different from the menu shown in the video edit the comments are actually telling me that there are two official distributors of mcdonald’s in india and because of that the menu’s vary drastically which is pretty interesting actually and you guys could do a food wars seasonspin off showing the regional differences between fast food chains in india itself,positive
best klapper line are there any lessons we can take from mork mindy brilliant,positive
732 poor guy going to a costume party his costume just cost him 49999 lol,negative
her smile talking about literature like this is the most incredible thing ive learned in my whole life,positive
the aliens in florence just wanted to watch the game and threw out glitter as a celebration they were probably hella disappointed when they canceled the game they were just trying to turn up,negative
guys i need more tips for reading sometimes i get 13 wrong questions and other times i get 22 how do i remain consistent with just 6 days left for sat,negative
i would love the vbucks and the reason i think i deserve it is ive been subed since 400k and i love your videos,positive
why didn’t they act like this years ago now all of a sudden they mad smh this trial is full of hypocrisy,negative
i can literally speed cube with that now without any worrys,positive
i love how they’re so kind they don’t judge their acting like others,positive
so ive been reading republican feedback that it is totally fine for trump to take government docs as long as they dont contain sensitive info or that its fine for trump to keep docs because theyre safe at mar a lago with all the security he enjoys that sounds so off right,negative
merci pour cette vidéo ,positive
calm voice brilliant and so genuine sandar is one of my favorites tech ceos loved this interview well done marques,positive
honestly that tricolour three team mode was what sold the game to me its just a shame that its limited to splatfests only i felt like as a mode that was the truly unique and franchisepushing idea of a mode that warranted a whole sequel oh well i guess nintendos servers wouldnt be able to handle it at the moment this is just what splatoon 2 should have been back in 2017 to me splatoon really needs to evolve beyond the first game in quite tremendous or advanced ways in order to actually feel like a true sequel the tricolour mode was close to that principle but alas its only limited to splatfests otherwise stay fresh is just a quote of sheer irony because splatoon has thus far to me not proven to stay fresh,negative
it really made me sad that this person was so great and dedicated in his work but at the same time at the expense of terrible relations with his wife and 10 children…it’s just so freaking sad you can never have it all can you,negative
sometimes i come here to sleep sometimes i come here for commentary sometimes i come here for gameplay you really have it all and i love watching someone who’s passionate abt what they do and is as much of a geek as i am keep up the incredible work d,positive
i think people forget what it takes for us to be an og chelsea would throw themselves on the line to block a goal dont tell me about vvd,negative
let me remind people who are scared splitting an atom makes it blow up smacking two particles together doesnt make explosions it makes fusions,negative
